733035 FUNASSYI 1438085129.523581
535521 HOGE 1438094618.401126
144261 AAAA 1437468754.944441
49864 FUNASSYI 1438072335.298551
45826 FUNASSYI 1438071632.660340
23874 AAAAAAAA 1438061661.941574
3499 AAAAAAAA 1438061173.736341
0 A 0.000000
0 A 0.000000
0 A 0.000000
